Hợp đồng ID,Mã nội bộ,Loại HĐ,Tên hợp đồng (仕様),Dịch vụ,Số tiền (請求金額),Số lần/năm,Tên Genba (物件名),MCD,Khách hàng (取引先/支店),Ghi chú (備考),Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Tháng 1,Tháng 2,Tháng 3
114b8a4c-096b-41e4-9fea-cb030079796c,TEIKI-E5CB60B5,RECEIVING,特別清掃,特別清掃,27000.0,2,グランシティ京都Ⅰ番館,45001507,ハウズ京都,"水曜以外
2021.12月～",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
0b17fa91-7324-482c-ac51-18da790c3b7c,TEIKI-641A5536,RECEIVING,定期清掃Ⅱ,定期清掃Ⅱ,125000.0,1,デ・リード大津におの浜レイクサイドタワー,45001518,ハウズ京都,年1回2022.1月～,-,-,-,-,-,-,-,-,-,⚫︎,-,-
ebabad04-d237-482c-b244-730a93b62fda,TEIKI-AC4BCC19,RECEIVING,定期清掃Ⅰ,定期清掃Ⅰ,54000.0,2,デ・リード大津におの浜レイクサイドタワー,45001518,ハウズ京都,年2回2022.1.7月～,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-
573387e7-a247-4c80-a711-1f88eaf03cfb,TEIKI-9EACB8C6,RECEIVING,定期清掃,定期清掃,38000.0,4,エメラルドマンション草津青地Ⅰ・Ⅱ,45000206,ハウズ京都,年4,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-
87ebba76-0b0d-4a75-b972-8ffe6cc769df,TEIKI-B29167B7,RECEIVING,特別清掃Ⅱ,特別清掃Ⅱ,50000.0,3,エメラルドマンション草津青地Ⅰ・Ⅱ,45000206,ハウズ京都,年3,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-
a212e798-dd15-48ba-9541-d7d6df4bd230,TEIKI-14927986,RECEIVING,特別清掃Ⅰ,特別清掃Ⅰ,50000.0,3,エメラルドマンション草津青地Ⅰ・Ⅱ,45000206,ハウズ京都,年3,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎
2e88aa20-354b-4efd-b550-1e4ec434ef74,TEIKI-DAC19F7B,RECEIVING,定期清掃,定期清掃,44100.0,2,ヨシカワビル,41030003,ハウズビル不,2020.6月～5.11月　請求金額変更有,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
3c08af90-2fe4-4fa5-a70e-b54762c35835,TEIKI-97A08FE9,RECEIVING,ガラス清掃,ガラス清掃,30000.0,2,ヨシカワビル,41030003,ハウズビル不,2020.6月～5.11月　請求金額変更有,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
ae99e4fc-950a-4abe-848c-2f1623171020,TEIKI-CFA8A399,RECEIVING,定期清掃,定期清掃,12000.0,2,ニシオ帝塚山ビル,41030091,ハウズビル不,,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
5c106af2-70a6-4646-a359-789ee8393fdc,TEIKI-D6852BCB,RECEIVING,ガラス清掃,ガラス清掃,12000.0,2,ニシオ帝塚山ビル,41030091,ハウズビル不,,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
c13e3cb7-0d07-4857-b1fa-8fcc0f52a888,TEIKI-30DC356C,RECEIVING,旧館床面定期清掃,旧館床面定期清掃,39200.0,3,白百合グランドシャトー,70002388,ハウズビル不,床面定期清掃（旧館）,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-
3ab1bcc4-0316-4bb7-a7d2-a25daf9b1e5b,TEIKI-6C3723A4,RECEIVING,Ｐタイル清掃,Ｐタイル清掃,34535.0,2,リーストラクチャー西心斎橋,41030128,ハウズビル不,（2～4Ｆ）　Ｐ1作業（夜間作業日程気を付ける）,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-
9650ce77-d324-48e1-9eb0-072d2822574e,TEIKI-15DD5F07,RECEIVING,外周石床清掃 1,外周石床清掃,13790.0,4,リーストラクチャー西心斎橋,41030128,ハウズビル不,（1Ｆ石材洗浄）　自社作業Ｐ1作業（夜間作業日程気を付ける）,-,⚫︎,-,-,-,⚫︎,-,⚫︎,-,-,-,⚫︎
ce3e5dd8-a594-4cf7-a251-deb9e9c894d9,TEIKI-8752BA34,RECEIVING,外周石床清掃 2,外周石床清掃,34535.0,2,リーストラクチャー西心斎橋,41030128,ハウズビル不,（コーティング）Ｐ1作業Ｐ1作業（夜間作業日程気を付ける）,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-
a3e59b5b-43ba-4f3c-b449-6fd39fc05c04,TEIKI-88724B05,RECEIVING,定期清掃,定期清掃,4925.0,12,ネオフィス堺筋本町,41030144,ハウズビル不,,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
3e758017-a510-4615-8dc4-f6b1a53f5c5c,TEIKI-7A1C2E42,RECEIVING,ガラス清掃,ガラス清掃,21670.0,4,ネオフィス堺筋本町,41030144,ハウズビル不,（阪堺）,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
1990d225-528c-4b21-b1bd-ae490c0df61d,TEIKI-DE839007,RECEIVING,空調機フィルター清掃,空調機フィルター清掃,64025.0,2,ネオフィス堺筋本町,41030144,ハウズビル不,（定期清掃と同じ日に入らない、平日のみ）,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
ee882b7d-68fa-4cd0-8f3b-37c0f9cb5342,TEIKI-F1E9AA73,RECEIVING,Ｐタイル清掃,Ｐタイル清掃,40000.0,3,ユアサ大阪ビル,41030168,ハウズビル不,"（自社カーペットと同日）
Ｈ29.5～金額訂正",-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-
07d2e717-9787-45a4-8dce-6a4f3bed071c,TEIKI-2DA62BF1,RECEIVING,カーペット洗浄,カーペット洗浄,130000.0,3,ユアサ大阪ビル,41030168,ハウズビル不,"（自社カーペットと同日）
Ｈ29.5～金額訂正",-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-
7dce086c-614d-47d6-ada2-1d5fb624d24a,TEIKI-FCEC40E5,RECEIVING,ガラス清掃,ガラス清掃,59100.0,3,ユアサ大阪ビル,41030168,ハウズビル不,"（自社カーペットと同日）
Ｈ29.5～金額訂正",-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-
040a62f5-e40d-427f-bdee-ddd91f50bc63,TEIKI-4B72BBE3,RECEIVING,定期床面洗浄作業,定期床面洗浄作業,30000.0,2,マキセビル,41030170,ハウズビル不,（報告書あて先マキセ産業株式会社）（自社）,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
fb89f2d1-6377-41a8-8265-8e4a30e029d8,TEIKI-6CA9A0E3,RECEIVING,ガラス清掃,ガラス清掃,30000.0,2,マキセビル,41030170,ハウズビル不,（報告書あて先マキセ産業株式会社）（Ｐ1）,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
fb0c143f-c593-4ef5-a352-9298d504dab1,TEIKI-F35AD5FF,RECEIVING,空調設備清掃,空調設備清掃,22000.0,2,マキセビル,41030170,ハウズビル不,（報告書あて先マキセ産業株式会社）（Ｐ1）,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
62ed33d5-01b5-49a5-8313-6627e706581f,TEIKI-291E5B00,RECEIVING,定期清掃,定期清掃,27630.0,3,米澤ビル第5江坂,41030171,ハウズビル不,（アシスト）,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-
0a16a7fb-f6d5-4323-ab06-63206ff30007,TEIKI-740103BB,RECEIVING,ガラス清掃,ガラス清掃,18420.0,3,米澤ビル第5江坂,41030171,ハウズビル不,（ＡＹ）作業はＡＹ実施確認書は自社,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-
165cd455-28da-42fb-af0f-1c1f59139a63,TEIKI-D3007530,RECEIVING,ガラス清掃,ガラス清掃,45000.0,4,ブルータスビル,41030176,ハウズビル不,プラスワン,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
a8131a5f-a2db-4fa1-a2aa-7313d5f27454,TEIKI-A034DE08,RECEIVING,定期清掃（ガラス清掃含）,定期清掃（ガラス清掃含）,120170.0,2,プロジェクトビル,70001231,ハウズビル不,（ガラスはＰ1／床アシスト）Ｇ－ＷＥＢ実施は両日入れて1枚で添付,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
8dd1d63c-46f9-4e2f-9ad2-62d1715a3cec,TEIKI-89756E4D,RECEIVING,フィルター清掃,フィルター清掃,20000.0,2,プロジェクトビル,70001231,ハウズビル不,2025.3.31から5.11月へ,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
5f0de38c-2e04-4d3e-a07a-a0eb1e7c9be8,TEIKI-5D63AC1F,RECEIVING,定期清掃,定期清掃,44000.0,6,南塚口ビル本館・別館,41030181,ハウズビル不,（第3日曜日固定）ＷＭ　月水金指定,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
419850cf-a9da-4c5b-855f-4e389e904915,TEIKI-258A4ABC,RECEIVING,ガラス清掃,ガラス清掃,108000.0,2,南塚口ビル本館・別館,41030181,ハウズビル不,"（トップクリーン→㈱山本➡マルク）　月水金指定
4.8.12➡8.12へ",-,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-
f574de74-29a5-42fd-8808-83ccefc6e334,TEIKI-54A2D4C7,RECEIVING,フィルター清掃,フィルター清掃,49000.0,2,南塚口ビル本館・別館,41030181,ハウズビル不,月水金　13：00～,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
70e5747d-6b08-4876-b55c-6e049f80df7a,TEIKI-D03B2007,RECEIVING,定期清掃,定期清掃,40000.0,6,日興電気工業株式会社ビル,41033002,ハウズビル不,（ガラス含む第3日曜）,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
b13060e2-2871-4619-91c1-473f33061b2f,TEIKI-12AD8950,RECEIVING,定期清掃,定期清掃,8000.0,12,ローズコーポ新大阪７,41040027,ハウズビル不,,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
88c1fbc5-b680-4fd6-a63f-123f60368cb5,TEIKI-B4318F2D,RECEIVING,定期清掃,定期清掃,80000.0,12,ローズコーポ西中島,41040509,ハウズビル不,80000➡143730へ2025.11～×➡80.000でＢＴＯＢ入金,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
8fff9201-f013-4614-b77c-ec4321e447a5,TEIKI-2793E215,RECEIVING,定期清掃,定期清掃,44325.0,2,マッセ新大阪ハイツ旧館・新館,41040634,ハウズビル不,,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
039dfad6-0cb8-4938-b952-7e6c24db322d,TEIKI-9028936D,RECEIVING,定期清掃,定期清掃,27000.0,2,バルカン富田林,41040759,ハウズビル不,,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-
3c0e470b-7650-4471-bd67-7b0fcedc7f06,TEIKI-8B0D23BB,RECEIVING,床面定期清掃業務費,床面定期清掃業務費,36000.0,2,ＢＲＡＶＩ新大阪,41040789,ハウズビル不,,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
b4c0e5fd-9f90-4a49-a868-b00fa48fbab8,TEIKI-E82431F3,RECEIVING,定期清掃,定期清掃,26000.0,6,クレール西宮北口,41040973,ハウズビル不,,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
bb50c66c-90ea-4edf-aa72-938c32c9e308,TEIKI-1E4EFA9E,RECEIVING,定期清掃,定期清掃,18000.0,3,大手前ハイツ,41041022,ハウズビル不,2026.5月～年3回（1.5.9月）／2026.5まで奇数月11000請求,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-
31dd24ea-2a65-4cd7-a490-d16b06bf5932,TEIKI-4A7C31E9,RECEIVING,定期清掃,定期清掃,31520.0,3,モンテ・エスパーニャ,70000381,ハウズビル不,"（作業月変更）　Ｈ29.6より
3.7.11",-,-,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎
ffa0b38d-9dcb-4e42-81a4-4e27fbee74e2,TEIKI-ED15B053,RECEIVING,定期清掃,定期清掃,26595.0,2,フレアコートＫＭ福島,70000573,ハウズビル不,,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
6acd6dab-57c9-4930-bfcb-e2724c5e414a,TEIKI-11B750B6,RECEIVING,定期清掃,定期清掃,88650.0,2,エルヴェ東天満,70000617,ハウズビル不,"マルク
2019.6より金額訂正",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
1ca22fed-979f-42c0-b7f4-2b3fef49c36e,TEIKI-3A191172,RECEIVING,フィルター清掃,フィルター清掃,25000.0,2,エルヴェ東天満,70000617,ハウズビル不,"マルク
2026.6月開始",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
0689e3a1-a536-4a99-8b87-bd2ef49f21c5,TEIKI-A83DE02A,RECEIVING,ガラス清掃,ガラス清掃,19700.0,2,エルヴェ東天満,70000617,ハウズビル不,"マルク
2019.6より金額訂正",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
a95fe540-036a-488a-958a-a74a8b7e54f6,TEIKI-D93D89D2,RECEIVING,ガラス清掃,ガラス清掃,41370.0,4,プラザ梅田ビル,70000620,ハウズビル不,4.10月内面有り請求金額￥56000→Ｈ30.1より￥55000へＨ31.1より41.370へ同額請求,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-
4cb14df8-b16e-492f-8407-5ad9ace27450,TEIKI-03EDDEDD,RECEIVING,定期清掃,定期清掃,42000.0,2,おおきに百万遍サニーアパートメント,70000711,ハウズビル不,,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
e2b62b06-b433-4928-a92a-83f65c0338cd,TEIKI-3A19993E,RECEIVING,定期床面清掃,定期床面清掃,64000.0,2,梅ヶ枝中央ビル,70001000,ハウズビル不,"（トライアップ）
6月12月へ変更2022.12月より",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
e4ec9b31-1fdf-4b00-9fb7-536c373b6556,TEIKI-25F418AA,RECEIVING,窓ガラス清掃,窓ガラス清掃,64000.0,2,梅ヶ枝中央ビル,70001000,ハウズビル不,"（ビルテック）ガラス．フィルター同日
6月12月へ変更2022.12月より",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
a3741a28-0a38-4bca-af9e-56238f8d39ed,TEIKI-BC614B45,RECEIVING,フィルター清掃,フィルター清掃,88000.0,2,梅ヶ枝中央ビル,70001000,ハウズビル不,"（ビルテック）ガラス．フィルター同日
6月12月へ変更2022.12月より",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
15640b4f-667c-42e9-a090-36ea1ca4cd4b,TEIKI-C915CFD8,RECEIVING,専用部定期清掃,専用部定期清掃,80000.0,12,プラザ梅田ビル,70000620,ハウズビル不,9階・10階・11階（Ｇ－ＷＥＢ2日間入力）,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
ca4519b9-44f7-46bd-8d1f-6971e81ec5ec,TEIKI-0DA91A3A,RECEIVING,ガラス清掃,ガラス清掃,19700.0,1,サンライズ肥後橋ビル,70001180,ハウズビル不,,-,-,-,-,-,-,-,⚫︎,-,-,-,-
c52ab3c6-4ccd-4f1e-888b-2a0ef1f34569,TEIKI-1836E1C7,RECEIVING,定期床清掃,定期床清掃,14250.0,2,淡路町ビル,70001183,ハウズビル不,,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
1b51e6ad-01e2-433d-9d83-f049ac826e2a,TEIKI-8C754DB5,RECEIVING,ガラス清掃,ガラス清掃,28500.0,2,淡路町ビル,70001183,ハウズビル不,（平日）,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
9bf11e66-e665-4701-93a7-2aec8c809376,TEIKI-6865E926,RECEIVING,定期清掃,定期清掃,41370.0,6,暫ビル,70001205,ハウズビル不,,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
4bea78c9-67cf-4011-9b95-4926c498aab1,TEIKI-4B6FD5B8,RECEIVING,共用部定期清掃,共用部定期清掃,21000.0,2,ノバプロスペリテ,41030167,ハウズビル不,,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
1af5e97b-80ba-4294-a06f-0f262d8bd37b,TEIKI-F84735FE,RECEIVING,床面定期清掃業務費,床面定期清掃業務費,24000.0,4,長瀬レーベンハイム,41040113,ハウズビル不,（ＡＹ）,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
14d48c98-e9ca-4a93-95e3-e7c718f3b15a,TEIKI-182A83D5,RECEIVING,定期清掃,定期清掃,24000.0,12,ロイヤルハイツ野田・野田ロイヤルビル,41040111,ハウズビル不,,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
cd954282-de96-4f93-8730-56ac7dfbda2c,TEIKI-FED5D87D,RECEIVING,定期清掃,定期清掃,25788.0,6,リヴェール御影,70000286,ハウズビル不,,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
1f1a4e72-5fbf-4699-b046-e8f4ecb77ea0,TEIKI-1EC24B99,RECEIVING,定期清掃,定期清掃,28000.0,3,ＲＥＮ元町駅前,70000298,ハウズビル不,,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-
cc4a9024-965c-47c7-932c-1769d642560d,TEIKI-C6CFC259,RECEIVING,定期清掃,定期清掃,24000.0,3,セシル富松,41043037,ハウズビル不,3700➡24.000（2025.4月より）,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-
1943c236-8122-406a-9812-627ac091e04b,TEIKI-DE6862DB,RECEIVING,定期清掃,定期清掃,32000.0,6,日新信用金庫西灘支店,43030021,ハウズビル不,火水木のみ,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎
230c60bd-6afa-4977-8d42-4b2b8655f486,TEIKI-C0BD2C7D,RECEIVING,定期清掃,定期清掃,34475.0,2,ＢＲＡＶＩ南船場,70002169,ハウズビル不,,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
e721fd4d-ece4-4286-88b5-1eee4f0a580d,TEIKI-B8D43981,RECEIVING,定期清掃,定期清掃,29649.0,4,メゾン・ド・フェニックス,41040286,ハウズビル不,,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
7a118790-fc7e-4280-8a68-ab0a2dae935e,TEIKI-DE2B2BC7,RECEIVING,定期清掃,定期清掃,15760.0,2,みおつくし東なんば,70001363,ハウズビル不,,-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
1c5f82b4-a95e-4831-9cde-684adf91789e,TEIKI-F1DBB09C,RECEIVING,定期清掃,定期清掃,34475.0,2,ザ・パーククロス阿波座,70002168,ハウズビル不,ウオッシュマン,-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
12c3bc6f-774b-4359-b123-f57d58c3a728,TEIKI-227FA01B,RECEIVING,定期清掃,定期清掃,54175.0,2,ＢＰＲレジデンス江坂,70002233,ハウズビル不,2.8（ｈ30.2月より）,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-
bd833ba4-67ef-43df-8575-ac9fdc73fcff,TEIKI-D8058636,RECEIVING,定期清掃,定期清掃,56840.0,2,グッドライフ南草津Ⅱ,70001591,ハウズビル不,2019.5～,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
9e3e95cf-bc90-42b1-897b-52d782923248,TEIKI-949BAD00,RECEIVING,定期清掃,定期清掃,15000.0,12,第三多田ビル,70002305,ハウズビル不,2019.4～,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
7ab50bf8-d5c7-4742-878b-274595a01587,TEIKI-82D2821C,RECEIVING,定期清掃,定期清掃,27000.0,2,ピアレゾン新今里,70002559,ハウズビル不,2019.9～,-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
28818bb5-1f08-42e6-8ea9-cd4ad70e665f,TEIKI-F0114072,RECEIVING,定期清掃,定期清掃,34300.0,2,セレニテ西宮本町,70002512,ハウズビル不,"アシスト
2019.6～",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
5c259b0d-2c09-4dc0-879e-8b4b5dc965ac,TEIKI-84E90607,RECEIVING,定期清掃,定期清掃,30000.0,2,ローズコーポ阪神尼崎,41040282,ハウズビル不,,-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
7522d430-1d71-4bdc-a922-a2723281e311,TEIKI-297A5E86,RECEIVING,定期清掃,定期清掃,43000.0,4,池田ビル３号館,70001196,ハウズビル不,"（マルクリーン）
2月　đơｎ　ｇｉá：　73，875",-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
c712da07-a2c6-4114-b1bc-d2ae81d0155e,TEIKI-979AED9F,RECEIVING,ガラス清掃,ガラス清掃,32000.0,4,池田ビル３号館,70001196,ハウズビル不,（マルクリーン）,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
0494af4a-9356-4ade-8275-41ec34ee3918,TEIKI-DABF751F,RECEIVING,フィルター清掃,フィルター清掃,29550.0,2,池田ビル３号館,70001196,ハウズビル不,"（マルクリーン）
日曜日以外",-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
a307da54-3669-4a90-8fbc-cf4807cecf9a,TEIKI-A49472C0,RECEIVING,フィルター清掃,フィルター清掃,13000.0,4,株式会社リーガルコーポレーション大阪,70002176,ハウズビル不,3.6.9.12　　（ビル不）,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
fea43d73-5e1f-43b2-ba18-e75d5d8bd7bc,TEIKI-18D81A94,RECEIVING,定期清掃,定期清掃,15680.0,6,ＩＤビル,70002212,ハウズビル不,自社,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎
7400b4c1-47e5-44f3-9bbf-aa6a6feddd20,TEIKI-6A5E2039,RECEIVING,ガラス清掃,ガラス清掃,24500.0,2,ＩＤビル,70002212,ハウズビル不,"2023.8月のみ10月作業へ　工事の為
㈱山本",-,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-
fd9755ff-4e18-4a23-b858-e65d868e0f8a,TEIKI-B595D936,RECEIVING,新館定期軽作業,新館定期軽作業,3000.0,12,白百合グランドシャトー,70002388,ハウズビル不,定期軽作業,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
5adc5e4f-7c34-4722-96ba-77c356c590c9,TEIKI-DAE2F50D,RECEIVING,新館床面定期清掃,新館床面定期清掃,29400.0,12,白百合グランドシャトー,70002388,ハウズビル不,床面定期清掃,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
ae5969c7-0715-43a0-b23b-29d80ebec2d8,TEIKI-F122E08C,RECEIVING,旧館定期軽作業,旧館定期軽作業,4000.0,9,白百合グランドシャトー,70002388,ハウズビル不,定期軽作業（旧館）,-,⚫︎,⚫︎,⚫︎,-,⚫︎,⚫︎,⚫︎,-,⚫︎,⚫︎,⚫︎
ca9744cc-bb56-431b-b1b1-ba22077a6d39,TEIKI-AA822317,RECEIVING,ガラス清掃 2,ガラス清掃,58800.0,1,白百合グランドシャトー,70002388,ハウズビル不,照明・ガラス清掃,-,-,-,-,-,-,-,-,⚫︎,-,-,-
0732f38b-404c-4508-ac9b-5b1a397d5294,TEIKI-2E8D061B,RECEIVING,定期清掃,定期清掃,25480.0,2,みおつくし小路,70002823,ハウズビル不,2020.8よりＨＺ→ＮＣ26000→25480,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-
7d447eda-ae13-4a10-bdaa-bfc5800bc74b,TEIKI-804A1A8C,RECEIVING,定期清掃,定期清掃,40000.0,4,セレニテ北久宝寺,70002513,ハウズビル不,2021.3月から,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
0d889290-853e-454b-9e5e-a98413318d26,TEIKI-55A9E051,RECEIVING,定期清掃,定期清掃,23640.0,1,ハピネスエスト,70000575,ハウズビル不,,-,-,-,-,-,-,-,-,⚫︎,-,-,-
775209f8-cbd4-4e6c-a933-93214e27ea5d,TEIKI-88C3E535,RECEIVING,共用部定期清掃,共用部定期清掃,370000.0,4,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,"実施確認書は自社作成
自社・八翔・ＢＥＰＲＯ",-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
98330de3-b76a-4c9d-9854-10dfd65032c3,TEIKI-22708232,RECEIVING,専用部定期清掃　15Ｆ・17Ｆ　西菱電機㈱,専用部定期清掃　15Ｆ・17Ｆ　西菱電機㈱,92263.0,2,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,,-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
80da0b5e-4bba-42dd-8600-b0c15f179fb3,TEIKI-C501D8C0,RECEIVING,カーペット洗浄　8Ｆ・11Ｆ　㈱ビー・トライブ,カーペット洗浄　8Ｆ・11Ｆ　㈱ビー・トライブ,67520.0,1,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,,-,-,-,-,-,-,-,-,⚫︎,-,-,-
e666a828-ec63-4eea-803e-683536b17d97,TEIKI-020982E5,RECEIVING,専用部定期清掃　14Ｆ　㈱オリナス,専用部定期清掃　14Ｆ　㈱オリナス,21670.0,2,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,,-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
762b439d-237a-432d-8967-6a3d7f6143b1,TEIKI-9D57BD4F,RECEIVING,専用部定期清掃　13Ｆ　ＤＯＷＡホールディングス㈱,専用部定期清掃　13Ｆ　ＤＯＷＡホールディングス㈱,15760.0,2,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-
40948f16-9ca8-49ad-91db-602608d212f7,TEIKI-78A739A8,RECEIVING,専用部定期清掃　13Ｆ　㈱セプテムプロダクツ,専用部定期清掃　13Ｆ　㈱セプテムプロダクツ,14775.0,12,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
5aa4a20e-c481-44ab-afc2-04ced4699097,TEIKI-93B651EA,RECEIVING,定期清掃　13Ｆ　㈱ブレーンナレッジシステムズ,定期清掃　13Ｆ　㈱ブレーンナレッジシステムズ,15570.0,1,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,,-,-,-,-,-,-,-,-,-,-,⚫︎,-
37a8464e-ee92-42f1-ac4c-baae5309f49f,TEIKI-D2D93084,RECEIVING,専用部定期清掃　10Ｆ　日本事務器械専用部,専用部定期清掃　10Ｆ　日本事務器械専用部,41370.0,1,ＪＲＷＤ堂島タワー,41030075,ハウズビル不,,-,-,⚫︎,-,-,-,-,-,-,-,-,-
